Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
1.0.10,5.0,2017.0,4.0,11.0
1.0.5,1.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.4,6.0,2018.0,2.0,11.0
1.1.0,1.0,2015.0,2.0,11.0
1.2.7,11.0,2015.0,2.0,11.0
1.4.4,7.0,2016.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.0,7.0,2016.0,4.0,11.0
1.4.6,4.0,2018.0,4.0,11.0
3.4,6.0,2018.0,2.0,11.0
2.0.402,5.0,2018.0,4.0,11.0
1.5,2.0,2018.0,4.0,11.0
1.21,6.0,2018.0,4.0,11.0
1.131,4.0,2016.0,3.0,11.0
1.441,4.0,2016.0,2.0,11.0
1.2,7.0,2017.0,4.0,11.0
1.7,8.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
1.1.1,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
1.0.3,3.0,2017.0,1.0,
1.5,8.0,2018.0,4.0,11.0
1.6,8.0,2018.0,4.0,11.0
1.0.9,3.0,2014.0,2.0,11.0
1.5,8.0,2018.0,4.0,11.0
3.0,5.0,2016.0,4.0,11.0
3.0,7.0,2018.0,4.0,11.0
1,10.0,2017.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.02,5.0,2016.0,2.0,11.0
Human Dx,8.0,2018.0,6.0,11.0
1.05,8.0,2013.0,2.0,11.0
2.0,3.0,2015.0,3.0,11.0
1.7,7.0,2018.0,6.0,11.0
0.0.1,6.0,2015.0,2.0,11.0
1.0.5,9.0,2016.0,4.0,11.0
1.7.10713 (281),7.0,2017.0,4.0,11.0
1.6,8.0,2018.0,4.0,11.0
1.7,5.0,2014.0,2.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
1.0.6,1.0,2018.0,2.0,11.0
5.0,9.0,2017.0,4.0,11.0
1.0,4.0,2011.0,2.0,11.0
1.01,9.0,2016.0,4.0,11.0
1.0,7.0,2017.0,2.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.1702140017,2.0,2017.0,4.0,11.0
1.2.2,6.0,2017.0,4.0,11.0
1.0.32.1,7.0,2018.0,4.0,11.0
4.4.1,8.0,2018.0,4.0,11.0
1.0.3,3.0,2018.0,4.0,11.0
2.6,1.0,2018.0,4.0,11.0
0.0.9,10.0,2015.0,4.0,11.0
1.1.0,1.0,2018.0,4.0,11.0
1.0,11.0,2015.0,2.0,11.0
1.4,11.0,2017.0,2.0,11.0
2.9.1,7.0,2018.0,2.0,11.0
3.9.9,6.0,2018.0,4.0,11.0
3.0.6.2,10.0,2016.0,4.0,11.0
1.279.13.93,7.0,2018.0,4.0,11.0
1.4,7.0,2018.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
1.1,8.0,2017.0,4.0,11.0
1.1,10.0,2017.0,4.0,11.0
1.0.2,8.0,2018.0,4.0,11.0
1.2.3,12.0,2017.0,4.0,11.0
5.3.0,4.0,2017.0,4.0,11.0
0.74 11.12.2016,12.0,2016.0,4.0,11.0
2.3,12.0,2014.0,2.0,11.0
2.6.3,3.0,2018.0,4.0,11.0
2018-04-27,4.0,2018.0,4.0,11.0
1.2,4.0,2017.0,2.0,11.0
1.0.3-DzMobile,2.0,2018.0,4.0,11.0
6.2.3,11.0,2015.0,3.0,11.0
3.0.2,5.0,2017.0,4.0,11.0
0.0.7,7.0,2017.0,11.0,11.0
1.0,7.0,2018.0,4.0,11.0
2018-03,3.0,2018.0,4.0,11.0
1.2,5.0,2014.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.1.6,12.0,2014.0,2.0,11.0
4.6,5.0,2018.0,4.0,11.0
2.51,8.0,2017.0,4.0,11.0
2.4,7.0,2016.0,2.0,11.0
1.0,5.0,2017.0,2.0,11.0
1.0.4,9.0,2017.0,4.0,11.0
1.5.1,6.0,2018.0,4.0,11.0
6.0.0,5.0,2018.0,5.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.22.1,6.0,2018.0,4.0,11.0
1.0,11.0,2016.0,2.0,11.0
1.06,4.0,2016.0,1.0,11.0
6.0.0.0,11.0,2016.0,4.0,11.0
1.0,11.0,2017.0,2.0,11.0
1.0,3.0,2018.0,4.0,11.0
1.0.0,5.0,2017.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0,8.0,2017.0,4.0,11.0
4.0,6.0,2018.0,4.0,11.0
0.35,2.0,2018.0,4.0,11.0
2.0,12.0,2016.0,4.0,11.0
12,6.0,2018.0,4.0,11.0
3.0,4.0,2018.0,4.0,11.0
1.0.7,11.0,2016.0,4.0,11.0
2.0,10.0,2016.0,4.0,11.0
3.0.0,2.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,4.0,11.0
2.5,7.0,2018.0,4.0,11.0
1.8,7.0,2015.0,4.0,11.0
2.10,3.0,2018.0,4.0,11.0
1.0,4.0,2016.0,2.0,11.0
1.0,11.0,2017.0,4.0,11.0
1.1,6.0,2018.0,4.0,11.0
1.3,12.0,2012.0,2.0,11.0
1.0.6,7.0,2018.0,4.0,11.0
1.9.3097721,7.0,2017.0,2.0,11.0
2.3.1,5.0,2018.0,4.0,11.0
2.12.1,7.0,2018.0,4.0,11.0
6.4.0,7.0,2018.0,4.0,11.0
4.3.6,5.0,2018.0,4.0,11.0
18.0.5.172734,12.0,2017.0,4.0,11.0
4.34.0,7.0,2018.0,4.0,11.0
6.8.1,6.0,2018.0,4.0,11.0
0.12.334385,5.0,2018.0,4.0,11.0
1.8.91,5.0,2018.0,4.0,11.0
1.3.12,10.0,2016.0,3.0,11.0
3.0.10,6.0,2018.0,3.0,11.0
1.0.0,5.0,2018.0,4.0,11.0
04.00.40,2.0,2017.0,2.0,11.0
1.4,11.0,2017.0,4.0,11.0
4.4.4,6.0,2018.0,4.0,11.0
1.4.10,2.0,2017.0,4.0,11.0
1.0.6,2.0,2016.0,4.0,11.0
2.6.0.125,8.0,2018.0,4.0,11.0
2.16.0,12.0,2017.0,4.0,11.0
5.3.1,5.0,2018.0,2.0,11.0
5.27.0.729,8.0,2018.0,4.0,11.0
1.7.3b,7.0,2018.0,4.0,11.0
3.3.118003,1.0,2017.0,4.0,11.0
5.3.3,7.0,2018.0,2.0,11.0
3.2.1c,7.0,2018.0,4.0,11.0
2.17.1,8.0,2018.0,4.0,11.0
1.18.1,9.0,2017.0,4.0,11.0
1.2.2,6.0,2016.0,4.0,11.0
2.3.24,8.0,2018.0,4.0,11.0
2.0.5,7.0,2018.0,4.0,11.0
1.21.2,8.0,2018.0,4.0,11.0
1.0.5,2.0,2015.0,4.0,11.0
1.5.0,6.0,2018.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
1.1.2,10.0,2017.0,4.0,11.0
1.6,1.0,2016.0,4.0,11.0
1.0,2.0,2017.0,4.0,11.0
1.2.7,6.0,2018.0,4.0,11.0
5.29.02,6.0,2018.0,5.0,11.0
18.1.79,5.0,2018.0,5.0,11.0
1.0.2,11.0,2017.0,4.0,11.0
2.2.1,5.0,2018.0,4.0,11.0
33.0,4.0,2018.0,4.0,11.0
1.2,5.0,2018.0,4.0,11.0
3.0.0,3.0,2018.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.7.8,2.0,2018.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
1.0,5.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0,4.0,2014.0,4.0,11.0
9.4.7.6,4.0,2018.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
17.25.11,4.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
1.0.0,11.0,2017.0,4.0,11.0
5.1,5.0,2018.0,4.0,11.0
1.4,11.0,2017.0,3.0,11.0
3.6.1,6.0,2018.0,4.0,11.0
1.0,10.0,2017.0,4.0,11.0
1,1.0,2018.0,3.0,11.0
1.0,5.0,2014.0,2.0,11.0
2.0,3.0,2018.0,4.0,11.0
1.0,8.0,2017.0,2.0,11.0
0.1,6.0,2015.0,2.0,11.0
1.0.1,8.0,2018.0,5.0,11.0
1.3,10.0,2017.0,4.0,11.0
4.2.2,7.0,2018.0,4.0,11.0
1.0.1,6.0,2018.0,4.0,11.0
2.12,4.0,2018.0,2.0,11.0
2.0,11.0,2014.0,1.0,11.0
1.0,8.0,2018.0,5.0,11.0
6.0,2.0,2017.0,4.0,11.0
2.1.4,3.0,2018.0,4.0,11.0
1.10.279.2,3.0,2018.0,4.0,11.0
1.5,2.0,2018.0,4.0,11.0
1.10,7.0,2018.0,4.0,11.0
8.0,12.0,2016.0,2.0,11.0
3.1,6.0,2014.0,1.0,11.0
10.0.0,1.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
1.0,11.0,2017.0,4.0,11.0
2.1,7.0,2018.0,4.0,11.0
6.7,10.0,2016.0,2.0,11.0
5.0,8.0,2018.0,4.0,11.0
2.1,12.0,2014.0,3.0,11.0
1.17.0.0,5.0,2017.0,2.0,11.0
1.0,3.0,2018.0,3.0,11.0
1.0,6.0,2017.0,2.0,11.0
1.02,11.0,2016.0,4.0,11.0
1.1,8.0,2014.0,2.0,11.0
8.07.021,7.0,2017.0,4.0,11.0
1.12,7.0,2018.0,5.0,11.0
1.0,11.0,2016.0,4.0,11.0
3.9.13,7.0,2018.0,4.0,11.0
8.3.13.6,6.0,2018.0,4.0,11.0
1.278.0037,12.0,2017.0,2.0,11.0
1.2,2.0,2017.0,4.0,11.0
8.1,4.0,2018.0,4.0,11.0
3.0.21,5.0,2018.0,4.0,11.0
1.1.3,11.0,2017.0,4.0,11.0
1.3,2.0,2015.0,4.0,11.0
2.0,3.0,2018.0,3.0,11.0
3.8.0,6.0,2018.0,4.0,11.0
1.283.0037,3.0,2018.0,2.0,11.0
4.1.1,5.0,2015.0,2.0,11.0
1.0.2,6.0,2018.0,4.0,11.0
0.0.44,7.0,2018.0,4.0,11.0
3.5,6.0,2018.0,4.0,11.0
1.10,3.0,2017.0,4.0,11.0
1.0.2,7.0,2018.0,4.0,11.0
1.2,2.0,2018.0,4.0,11.0
erie1.3.23.42-release,7.0,2018.0,4.0,11.0
1.1.2,12.0,2016.0,4.0,11.0
1.283.0037,2.0,2018.0,2.0,11.0
4.4,2.0,2016.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.278.0037,1.0,2018.0,2.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.9.8,2.0,2018.0,4.0,11.0
14.01,4.0,2018.0,4.0,11.0
1.3,8.0,2017.0,4.0,11.0
1.4,7.0,2018.0,4.0,11.0
1.11,8.0,2018.0,4.0,11.0
1.0.1,10.0,2016.0,4.0,11.0
3.29,7.0,2018.0,4.0,11.0
1.7.0.00115,7.0,2018.0,4.0,11.0
1.2.1,6.0,2018.0,4.0,11.0
1.10.0,7.0,2018.0,4.0,11.0
1.0.1.00613,8.0,2017.0,4.0,11.0
2.0.1,5.0,2018.0,4.0,11.0
3.0.0.2927,7.0,2018.0,5.0,11.0
3.1.0,7.0,2018.0,5.0,11.0
1.6.0,6.0,2018.0,4.0,11.0
1.6.6,12.0,2017.0,4.0,11.0
1.7.0,4.0,2018.0,4.0,11.0
3.1.0,6.0,2018.0,4.0,11.0
1.6,4.0,2018.0,4.0,11.0
1.3.0,1.0,2016.0,4.0,11.0
1.0.05,9.0,2015.0,4.0,11.0
1.0.0,10.0,2017.0,11.0,11.0
3.0.7,6.0,2018.0,4.0,11.0
1.1.3,5.0,2018.0,4.0,11.0
1.0.0,3.0,2017.0,11.0,11.0
1.0.38,2.0,2018.0,4.0,11.0
1.2.2,10.0,2017.0,4.0,11.0
18.1.79,5.0,2018.0,5.0,11.0
2.0,6.0,2016.0,4.0,11.0
1.29,7.0,2018.0,4.0,11.0
1.2,7.0,2018.0,5.0,11.0
1.03,5.0,2015.0,3.0,11.0
1.0.5,1.0,2017.0,4.0,11.0
2.8.3.1,2.0,2017.0,2.0,11.0
1.1.1,3.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,4.0,11.0
4541.25.51,7.0,2018.0,4.0,11.0
Build 54,8.0,2018.0,4.0,11.0
1.0.1 (1.5.1),9.0,2016.0,4.0,11.0
1.2,5.0,2018.0,4.0,11.0
7.7.3,3.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
2.1.0.9,10.0,2013.0,2.0,11.0
4.2.4,6.0,2018.0,4.0,11.0
1.6.1,9.0,2017.0,11.0,11.0
1.1.0,6.0,2018.0,4.0,11.0
1.9.0,5.0,2018.0,4.0,11.0
2.9.19a,7.0,2018.0,4.0,11.0
3.0.18 Fundamental,7.0,2018.0,4.0,11.0
Build 12,7.0,2017.0,2.0,7.0
1.13,10.0,2017.0,4.0,11.0
1.1,7.0,2017.0,4.0,11.0
4.1806.3,6.0,2018.0,4.0,11.0
37893,7.0,2016.0,4.0,11.0
2.0.7,7.0,2018.0,4.0,11.0
1.0.28,12.0,2014.0,2.0,11.0
2.13,3.0,2017.0,2.0,11.0
7.0,11.0,2017.0,2.0,11.0
0.0.3,5.0,2018.0,4.0,11.0
1.6.07,7.0,2018.0,4.0,11.0
1.0.0,12.0,2016.0,11.0,11.0
Final,12.0,2017.0,4.0,11.0
3.1.9,5.0,2018.0,4.0,11.0
4.2,7.0,2016.0,4.0,11.0
1.0.28,12.0,2014.0,2.0,11.0
2.5,5.0,2018.0,2.0,11.0
2.2.1335,7.0,2018.0,4.0,11.0
0.9.1,5.0,2017.0,3.0,11.0
1.0.0,10.0,2017.0,4.0,11.0
1.0,4.0,2016.0,4.0,11.0
1.0.0,4.0,2018.0,4.0,11.0
1.8 (2014-10-10 11:10:51 +0400),10.0,2014.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
2.2.2,6.0,2017.0,2.0,11.0
4.0.3,12.0,2017.0,4.0,11.0
10.1.28.560,7.0,2018.0,4.0,11.0
1.1.1,1.0,2017.0,4.0,11.0
2.1.2,12.0,2017.0,2.0,11.0
2.12.0,2.0,2018.0,4.0,11.0
3.8.6,2.0,2017.0,2.0,11.0
1.1.3,7.0,2018.0,4.0,11.0
1.7,7.0,2018.0,4.0,11.0
1.0.0,7.0,2016.0,2.0,11.0
1.0.6,11.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,4.0,2018.0,4.0,11.0
1.04,3.0,2017.0,2.0,11.0
1.06,6.0,2018.0,2.0,11.0
4.1.92,10.0,2017.0,3.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.8.19106,7.0,2018.0,4.0,11.0
6.5.2,8.0,2018.0,4.0,11.0
1.26,3.0,2017.0,2.0,11.0
1.0,5.0,2017.0,4.0,11.0
1.95,3.0,2017.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
6.08,7.0,2018.0,4.0,11.0
1.0,3.0,2017.0,4.0,11.0
1.0.6,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.6,3.0,2018.0,4.0,11.0
1.4.5,6.0,2018.0,4.0,11.0
1.2.1,10.0,2017.0,4.0,11.0
1.2.10,10.0,2013.0,2.0,11.0
1.0,4.0,2018.0,4.0,11.0
7.2.2,7.0,2018.0,4.0,11.0
3.33,4.0,2018.0,4.0,11.0
1.9,5.0,2018.0,4.0,11.0
1.0.1,4.0,2015.0,2.0,11.0
5.2.12,10.0,2017.0,4.0,11.0
1.0,3.0,2016.0,3.0,11.0
2.0.5,8.0,2015.0,2.0,11.0
1.1,5.0,2015.0,4.0,11.0
3.1.8,10.0,2017.0,4.0,11.0
1.4.3,12.0,2017.0,4.0,11.0
1.50,6.0,2018.0,4.0,11.0
130.48.08,1.0,2017.0,4.0,11.0
1.0,1.0,2016.0,4.0,11.0
1.5,3.0,2014.0,2.0,11.0
1.2,3.0,2018.0,4.0,11.0
2.4.3.1523,4.0,2018.0,4.0,11.0
1.4,11.0,2017.0,4.0,11.0
1.7.5,6.0,2018.0,2.0,11.0
2.1.5,4.0,2017.0,3.0,11.0
1.0.0,3.0,2017.0,2.0,11.0
6.0,10.0,2017.0,2.0,11.0
1.4,3.0,2018.0,4.0,11.0
1.2.0,1.0,2016.0,2.0,11.0
2.6,7.0,2018.0,2.0,11.0
1.4,12.0,2017.0,2.0,11.0
1.31,12.0,2016.0,4.0,11.0
1.0.15,1.0,2018.0,4.0,11.0
8.16g,7.0,2018.0,4.0,11.0
1.3,12.0,2014.0,2.0,11.0
1.1,7.0,2018.0,4.0,11.0
1.31,5.0,2018.0,4.0,11.0
3.9.11,6.0,2018.0,4.0,11.0
2.4,4.0,2018.0,4.0,11.0
1.3,4.0,2017.0,4.0,11.0
1.5.2,4.0,2018.0,3.0,11.0
2.2.2,5.0,2018.0,4.0,11.0
1.7,11.0,2017.0,2.0,11.0
1.1,5.0,2018.0,4.0,11.0
1.4,6.0,2016.0,2.0,11.0
4.3.0,7.0,2018.0,4.0,11.0
1.0.3,5.0,2018.0,2.0,11.0
2.3.1,10.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.4,12.0,2017.0,4.0,11.0
1.40.170809,8.0,2017.0,4.0,11.0
1.0.4,11.0,2017.0,4.0,11.0
0.0.10,7.0,2018.0,4.0,11.0
1.1.0,11.0,2016.0,2.0,11.0
0.62,4.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,4.0,11.0
1.15,4.0,2017.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.1.14,7.0,2018.0,4.0,11.0
1.0.4,11.0,2017.0,4.0,11.0
1.3,5.0,2016.0,1.0,11.0
1.1.4,11.0,2017.0,4.0,11.0
1.0.1,10.0,2017.0,2.0,11.0
2.1,12.0,2017.0,4.0,11.0
6.2.6,1.0,2018.0,4.0,11.0
1.2,2.0,2017.0,2.0,11.0
1.2.2,6.0,2018.0,2.0,11.0
1.2.2,10.0,2015.0,2.0,11.0
1.173.126,7.0,2018.0,4.0,11.0
2.1.3,5.0,2017.0,4.0,11.0
1.0.0,9.0,2017.0,4.0,11.0
1.0.4,11.0,2017.0,4.0,11.0
1.8.8,8.0,2018.0,4.0,11.0
1.0.0,4.0,2016.0,2.0,11.0
1.1,10.0,2016.0,2.0,11.0
1.7,3.0,2016.0,2.0,11.0
5.12.1,7.0,2018.0,4.0,11.0
1.0.4,9.0,2016.0,4.0,11.0
1.26.03,6.0,2016.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.0.1,6.0,2018.0,4.0,11.0
1.8,6.0,2017.0,11.0,11.0
6.7,1.0,2017.0,2.0,11.0
1.0,1.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.2.1,6.0,2018.0,4.0,11.0
25072018,7.0,2018.0,4.0,11.0
3.45,8.0,2016.0,2.0,11.0
1.2,10.0,2015.0,4.0,11.0
5.5.4,2.0,2018.0,4.0,11.0
3.1,12.0,2016.0,2.0,11.0
1.0,9.0,2014.0,4.0,11.0
1.0.8,3.0,2018.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
2.3.4,7.0,2018.0,4.0,11.0
1.0,10.0,2017.0,4.0,11.0
1.0,12.0,2017.0,2.0,11.0
1.1,5.0,2017.0,2.0,11.0
5.1,7.0,2018.0,4.0,11.0
3.0.16,11.0,2016.0,4.0,11.0
1.2.0,8.0,2018.0,4.0,11.0
2.2,8.0,2015.0,2.0,11.0
2.3.0 build 180,6.0,2018.0,5.0,11.0
4.0.5,4.0,2018.0,4.0,11.0
1.3,8.0,2015.0,2.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
3.0,11.0,2017.0,4.0,11.0
1.0,3.0,2018.0,4.0,11.0
1.0.4,4.0,2017.0,4.0,11.0
1.0.2,10.0,2017.0,4.0,11.0
1.2.1,6.0,2018.0,2.0,11.0
2.3,8.0,2015.0,2.0,11.0
1.9.1,12.0,2015.0,2.0,11.0
2.1,10.0,2015.0,2.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.2,5.0,2015.0,2.0,11.0
1.932,7.0,2018.0,4.0,11.0
2.7.8,2.0,2017.0,2.0,11.0
1.1.1.6,4.0,2018.0,4.0,11.0
1.0.8,6.0,2018.0,4.0,11.0
1.0.141215,12.0,2014.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0,7.0,2017.0,3.0,11.0
1.1,7.0,2018.0,4.0,11.0
1.1,3.0,2017.0,2.0,11.0
1.5,3.0,2017.0,4.0,11.0
2.19.6,6.0,2018.0,4.0,11.0
6.7.1,7.0,2018.0,4.0,11.0
1.3,6.0,2018.0,4.0,11.0
1.0.9,8.0,2018.0,4.0,11.0
6.2.7,7.0,2018.0,1.0,11.0
2.42,8.0,2018.0,4.0,11.0
5.0,5.0,2018.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
4.7.1,8.0,2018.0,5.0,11.0
1.0,7.0,2014.0,4.0,11.0
1.5.0,8.0,2017.0,4.0,11.0
1.0.6®,12.0,2017.0,4.0,11.0
5.30.01,7.0,2018.0,5.0,11.0
7.5.3,10.0,2016.0,2.0,11.0
1.3,4.0,2016.0,4.0,11.0
1.2.13,7.0,2018.0,3.0,11.0
3,2.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
4.1,10.0,2016.0,4.0,11.0
1.5,4.0,2016.0,2.0,11.0
1.0,8.0,2016.0,4.0,11.0
1.8,6.0,2018.0,2.0,11.0
1.0,5.0,2017.0,4.0,11.0
2.177.5489,7.0,2018.0,4.0,11.0
1.3,7.0,2018.0,5.0,11.0
1.0.9,6.0,2017.0,4.0,11.0
1.0,3.0,2018.0,5.0,11.0
1.1,7.0,2018.0,5.0,11.0
0.3.1,7.0,2018.0,4.0,11.0
2.0,5.0,2018.0,4.0,11.0
1.4,5.0,2018.0,4.0,11.0
1.1,11.0,2017.0,4.0,11.0
1.1.0,5.0,2018.0,4.0,11.0
1.0,1.0,2017.0,4.0,11.0
2.1.8,7.0,2018.0,4.0,11.0
1.1,1.0,2018.0,4.0,11.0
1.3.6,6.0,2017.0,4.0,11.0
1.0.0,1.0,2018.0,5.0,11.0
1.0.2,3.0,2018.0,4.0,11.0
5.3.9,5.0,2018.0,4.0,11.0
1.0,8.0,2017.0,4.0,11.0
1.4.1,3.0,2018.0,4.0,11.0
1.2.8,3.0,2018.0,4.0,11.0
1.40,2.0,2015.0,4.0,11.0
1.0,10.0,2017.0,4.0,11.0
1.0,4.0,2016.0,4.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
1.2.1107,7.0,2018.0,4.0,11.0
1.3,5.0,2013.0,2.0,11.0
2.4.2,4.0,2018.0,4.0,11.0
1.1,1.0,2018.0,4.0,11.0
1.7,11.0,2017.0,4.0,11.0
4.2,12.0,2016.0,2.0,11.0
1.2.1,12.0,2014.0,4.0,11.0
2.1,2.0,2018.0,4.0,11.0
1.2.9,11.0,2014.0,2.0,11.0
4.3,5.0,2018.0,4.0,11.0
3.4.20.6 / BuyDRM Labgency 4.8.22 / PED,1.0,2016.0,4.0,11.0
6.2,10.0,2015.0,2.0,11.0
1.1,6.0,2018.0,4.0,11.0
4.11.2,6.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.1.3,10.0,2017.0,4.0,11.0
1.5,8.0,2015.0,2.0,11.0
1.0,5.0,2016.0,4.0,11.0
2.6,3.0,2018.0,4.0,11.0
1.2.9,11.0,2017.0,2.0,11.0
1.0.1,4.0,2017.0,4.0,11.0
1,5.0,2018.0,4.0,11.0
5.0.0,7.0,2018.0,4.0,11.0
1.0.6,3.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
2.4,4.0,2018.0,4.0,11.0
3.6.7z,6.0,2018.0,4.0,11.0
2.0.4,8.0,2017.0,4.0,11.0
2.9,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.5,8.0,2017.0,4.0,11.0
6.5.3,8.0,2018.0,5.0,11.0
1.8.11,3.0,2018.0,4.0,11.0
4.1,3.0,2015.0,1.0,
1.00,10.0,2016.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.1.2,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.6.17,8.0,2018.0,1.0,11.0
5.7,7.0,2018.0,4.0,11.0
7.0.3,7.0,2018.0,4.0,11.0
2018.5.47,5.0,2018.0,5.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
1.24.09,7.0,2018.0,4.0,11.0
1.6.7,10.0,2016.0,4.0,11.0
1.0.6,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.9,3.0,2018.0,2.0,11.0
1.0.17,6.0,2018.0,2.0,11.0
1.1.3,9.0,2015.0,4.0,11.0
56,8.0,2017.0,4.0,11.0
2.1.7,1.0,2017.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.0,4.0,2016.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
23,2.0,2018.0,2.0,11.0
1.17,10.0,2016.0,2.0,11.0
3.3,12.0,2017.0,4.0,11.0
1.1.8,11.0,2017.0,4.0,11.0
1.3,9.0,2017.0,5.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,5.0,11.0
17.05.11,5.0,2017.0,4.0,11.0
2.4.1343-prod,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.0.8,5.0,2018.0,4.0,11.0
21.54,7.0,2018.0,4.0,11.0
5.8.0,6.0,2018.0,4.0,11.0
5.11.0,8.0,2018.0,4.0,11.0
1.0.7,9.0,2016.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.7.0,12.0,2017.0,3.0,11.0
1.0.0,5.0,2018.0,4.0,11.0
1.4.5,5.0,2018.0,4.0,11.0
1.9.2,7.0,2018.0,4.0,11.0
1.1.1,12.0,2015.0,4.0,11.0
4.7.0,12.0,2017.0,3.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0,4.0,2018.0,4.0,11.0
3.9.1,8.0,2018.0,5.0,11.0
6.3.2,7.0,2018.0,4.0,11.0
18.4.0,7.0,2018.0,4.0,11.0
3.0.8,3.0,2018.0,2.0,11.0
1.0.7,5.0,2016.0,2.0,11.0
5.10.5,8.0,2018.0,4.0,11.0
1.1.700,5.0,2018.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.28,7.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
5.13,12.0,2016.0,2.0,11.0
Paid-9.4.1.3,7.0,2018.0,4.0,11.0
9.12.6,8.0,2018.0,4.0,11.0
7.0,5.0,2018.0,4.0,11.0
Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1,7.0,2018.0,4.0,11.0
2.6.0,7.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.4.1,3.0,2018.0,2.0,11.0
1.0.612931,10.0,2015.0,5.0,11.0
13.9.0.161,8.0,2018.0,5.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
8.1.01,8.0,2018.0,4.0,11.0
8.02,11.0,2017.0,4.0,11.0
3.1,2.0,2018.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.72,6.0,2018.0,4.0,11.0
9.1.363,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
BlueOrange,6.0,2017.0,4.0,11.0
0.3,6.0,2018.0,4.0,11.0
